INFO | 03/06/2020 09:28:51 PM Starting stopwords training
INFO | 03/06/2020 09:57:29 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 09:57:29 PM AbstractText object initialized
INFO | 03/06/2020 09:57:29 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 09:57:29 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 09:57:29 PM File "dataset/Reuters/reut2-014.sgm" opened
INFO | 03/06/2020 09:57:29 PM File "dataset/Reuters/reut2-014.sgm" read
INFO | 03/06/2020 09:57:29 PM Counting words occurrences
INFO | 03/06/2020 09:58:49 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 09:58:49 PM RawText object initialized using text starting with "

 7-..."
INFO | 03/06/2020 09:58:49 PM Cleaning text at level "40"
INFO | 03/06/2020 09:58:55 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 09:58:55 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 09:58:55 PM Counting words occurrences
INFO | 03/06/2020 09:59:22 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 09:59:22 PM AbstractText object initialized
INFO | 03/06/2020 09:59:22 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 09:59:22 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 09:59:22 PM File "dataset/Reuters/reut2-015.sgm" opened
INFO | 03/06/2020 09:59:22 PM File "dataset/Reuters/reut2-015.sgm" read
INFO | 03/06/2020 09:59:22 PM Counting words occurrences
INFO | 03/06/2020 10:00:44 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:00:44 PM RawText object initialized using text starting with "

 8-..."
INFO | 03/06/2020 10:00:44 PM Cleaning text at level "40"
INFO | 03/06/2020 10:00:51 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:00:51 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:00:51 PM Counting words occurrences
INFO | 03/06/2020 10:01:23 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:01:23 PM AbstractText object initialized
INFO | 03/06/2020 10:01:23 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:01:23 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:01:23 PM File "dataset/Reuters/reut2-016.sgm" opened
INFO | 03/06/2020 10:01:23 PM File "dataset/Reuters/reut2-016.sgm" read
INFO | 03/06/2020 10:01:23 PM Counting words occurrences
INFO | 03/06/2020 10:02:49 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:02:49 PM RawText object initialized using text starting with "

 9-..."
INFO | 03/06/2020 10:02:49 PM Cleaning text at level "40"
INFO | 03/06/2020 10:02:56 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:02:56 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:02:56 PM Counting words occurrences
INFO | 03/06/2020 10:03:32 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:03:32 PM AbstractText object initialized
INFO | 03/06/2020 10:03:32 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:03:32 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:03:32 PM File "dataset/Reuters/reut2-017.sgm" opened
INFO | 03/06/2020 10:03:32 PM File "dataset/Reuters/reut2-017.sgm" read
WARNING | 03/06/2020 10:03:32 PM File too big. It has been reduced
INFO | 03/06/2020 10:03:32 PM Counting words occurrences
INFO | 03/06/2020 10:05:09 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:05:09 PM RawText object initialized using text starting with "

21-..."
INFO | 03/06/2020 10:05:09 PM Cleaning text at level "40"
INFO | 03/06/2020 10:05:17 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:05:17 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:05:17 PM Counting words occurrences
INFO | 03/06/2020 10:05:58 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:05:58 PM AbstractText object initialized
INFO | 03/06/2020 10:05:58 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:05:58 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:05:58 PM File "dataset/Reuters/reut2-018.sgm" opened
INFO | 03/06/2020 10:05:58 PM File "dataset/Reuters/reut2-018.sgm" read
INFO | 03/06/2020 10:05:58 PM Counting words occurrences
INFO | 03/06/2020 10:07:21 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:07:21 PM RawText object initialized using text starting with "

 2-..."
INFO | 03/06/2020 10:07:21 PM Cleaning text at level "40"
INFO | 03/06/2020 10:07:28 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:07:28 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:07:28 PM Counting words occurrences
INFO | 03/06/2020 10:08:04 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:08:04 PM AbstractText object initialized
INFO | 03/06/2020 10:08:04 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:08:04 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:08:04 PM File "dataset/Reuters/reut2-019.sgm" opened
INFO | 03/06/2020 10:08:04 PM File "dataset/Reuters/reut2-019.sgm" read
INFO | 03/06/2020 10:08:04 PM Counting words occurrences
INFO | 03/06/2020 10:09:32 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:09:32 PM RawText object initialized using text starting with "

18-..."
INFO | 03/06/2020 10:09:32 PM Cleaning text at level "40"
INFO | 03/06/2020 10:09:39 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:09:39 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:09:39 PM Counting words occurrences
INFO | 03/06/2020 10:10:18 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:10:18 PM AbstractText object initialized
INFO | 03/06/2020 10:10:18 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:10:18 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:10:18 PM File "dataset/Reuters/reut2-020.sgm" opened
INFO | 03/06/2020 10:10:18 PM File "dataset/Reuters/reut2-020.sgm" read
INFO | 03/06/2020 10:10:18 PM Counting words occurrences
INFO | 03/06/2020 10:11:17 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:11:17 PM RawText object initialized using text starting with "

19-..."
INFO | 03/06/2020 10:11:17 PM Cleaning text at level "40"
INFO | 03/06/2020 10:11:22 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:11:22 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:11:22 PM Counting words occurrences
INFO | 03/06/2020 10:11:51 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:11:51 PM AbstractText object initialized
INFO | 03/06/2020 10:11:51 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:11:51 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:11:51 PM File "dataset/Reuters/reut2-021.sgm" opened
INFO | 03/06/2020 10:11:51 PM File "dataset/Reuters/reut2-021.sgm" read
INFO | 03/06/2020 10:11:51 PM Counting words occurrences
INFO | 03/06/2020 10:12:18 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:12:18 PM RawText object initialized using text starting with "

19-..."
INFO | 03/06/2020 10:12:18 PM Cleaning text at level "40"
INFO | 03/06/2020 10:12:21 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/06/2020 10:12:21 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:12:21 PM Counting words occurrences
INFO | 03/06/2020 10:12:33 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:12:33 PM AbstractText object initialized
INFO | 03/06/2020 10:12:33 PM Cleaning up useless attributes to free memory
INFO | 03/06/2020 10:12:33 PM Calculating words frequencies with occurrences normalized
INFO | 03/06/2020 10:12:33 PM Stopwords training finished
