INFO | 03/07/2020 09:42:51 PM Starting stopwords training
INFO | 03/07/2020 09:51:34 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:51:34 PM Counting words occurrences
INFO | 03/07/2020 09:51:59 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:51:59 PM AbstractText object initialized
INFO | 03/07/2020 09:51:59 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:51:59 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:51:59 PM File "dataset/Reuters/reut2-015.sgm" opened
INFO | 03/07/2020 09:51:59 PM File "dataset/Reuters/reut2-015.sgm" read
INFO | 03/07/2020 09:51:59 PM RawText object initialized using text starting with "

 8-..."
INFO | 03/07/2020 09:51:59 PM Cleaning text at level "40"
INFO | 03/07/2020 09:52:06 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:52:06 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:52:06 PM Counting words occurrences
INFO | 03/07/2020 09:52:34 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:52:35 PM AbstractText object initialized
INFO | 03/07/2020 09:52:35 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:52:35 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:52:35 PM File "dataset/Reuters/reut2-016.sgm" opened
INFO | 03/07/2020 09:52:35 PM File "dataset/Reuters/reut2-016.sgm" read
INFO | 03/07/2020 09:52:35 PM RawText object initialized using text starting with "

 9-..."
INFO | 03/07/2020 09:52:35 PM Cleaning text at level "40"
INFO | 03/07/2020 09:52:42 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:52:42 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:52:42 PM Counting words occurrences
INFO | 03/07/2020 09:53:13 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:53:14 PM AbstractText object initialized
INFO | 03/07/2020 09:53:14 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:53:14 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:53:14 PM File "dataset/Reuters/reut2-017.sgm" opened
INFO | 03/07/2020 09:53:14 PM File "dataset/Reuters/reut2-017.sgm" read
WARNING | 03/07/2020 09:53:14 PM File too big. It has been reduced
INFO | 03/07/2020 09:53:14 PM RawText object initialized using text starting with "

21-..."
INFO | 03/07/2020 09:53:14 PM Cleaning text at level "40"
INFO | 03/07/2020 09:53:22 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:53:22 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:53:22 PM Counting words occurrences
INFO | 03/07/2020 09:53:58 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:53:58 PM AbstractText object initialized
INFO | 03/07/2020 09:53:58 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:53:58 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:53:58 PM File "dataset/Reuters/reut2-018.sgm" opened
INFO | 03/07/2020 09:53:58 PM File "dataset/Reuters/reut2-018.sgm" read
INFO | 03/07/2020 09:53:58 PM RawText object initialized using text starting with "

 2-..."
INFO | 03/07/2020 09:53:58 PM Cleaning text at level "40"
INFO | 03/07/2020 09:54:05 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:54:05 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:54:05 PM Counting words occurrences
INFO | 03/07/2020 09:54:36 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:54:36 PM AbstractText object initialized
INFO | 03/07/2020 09:54:36 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:54:36 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:54:36 PM File "dataset/Reuters/reut2-019.sgm" opened
INFO | 03/07/2020 09:54:36 PM File "dataset/Reuters/reut2-019.sgm" read
INFO | 03/07/2020 09:54:36 PM RawText object initialized using text starting with "

18-..."
INFO | 03/07/2020 09:54:36 PM Cleaning text at level "40"
INFO | 03/07/2020 09:54:43 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:54:43 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:54:43 PM Counting words occurrences
INFO | 03/07/2020 09:55:16 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:16 PM AbstractText object initialized
INFO | 03/07/2020 09:55:16 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:55:16 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:16 PM File "dataset/Reuters/reut2-020.sgm" opened
INFO | 03/07/2020 09:55:16 PM File "dataset/Reuters/reut2-020.sgm" read
INFO | 03/07/2020 09:55:16 PM RawText object initialized using text starting with "

19-..."
INFO | 03/07/2020 09:55:16 PM Cleaning text at level "40"
INFO | 03/07/2020 09:55:22 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:55:22 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:55:22 PM Counting words occurrences
INFO | 03/07/2020 09:55:42 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:42 PM AbstractText object initialized
INFO | 03/07/2020 09:55:42 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:55:42 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:43 PM File "dataset/Reuters/reut2-021.sgm" opened
INFO | 03/07/2020 09:55:43 PM File "dataset/Reuters/reut2-021.sgm" read
INFO | 03/07/2020 09:55:43 PM RawText object initialized using text starting with "

19-..."
INFO | 03/07/2020 09:55:43 PM Cleaning text at level "40"
INFO | 03/07/2020 09:55:46 PM CleanedText object initialized using "40" as cleaning level
INFO | 03/07/2020 09:55:46 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:55:46 PM Counting words occurrences
INFO | 03/07/2020 09:55:56 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:56 PM AbstractText object initialized
INFO | 03/07/2020 09:55:56 PM Cleaning up useless attributes to free memory
INFO | 03/07/2020 09:55:56 PM Calculating words frequencies with occurrences normalized
INFO | 03/07/2020 09:55:57 PM Stopwords training finished
